75, 15762
69, 8943
59, 8680
92, 8340
13, 8147
33, 6013
31, 5798
44, 5649
34, 4702
38, 4483
94, 4218
67, 4116
78, 3997
06, 3953
93, 3902
76, 3838
35, 3834
62, 3743
91, 3729
77, 3380
83, 3235
974, 3203
57, 3076
95, 3003
49, 2856
74, 2795
42, 2644
54, 2481
64, 2469
63, 2449
29, 2425
60, 2292
30, 2198
14, 2171
45, 2141
56, 2139
85, 2133
68, 2093
01, 2089
21, 1949
73, 1923
17, 1892
37, 1878
971, 1859
84, 1816
51, 1805
25, 1680
972, 1644
26, 1634
71, 1608
80, 1586
86, 1520
22, 1433
72, 1430
27, 1425
11, 1328
02, 1319
28, 1318
50, 1312
12, 1255
66, 1197
87, 1193
88, 1188
79, 1183
40, 1156
10, 1075
2A, 1012
2B, 1010
03, 988
24, 985
81, 964
16, 932
973, 932
47, 911
53, 897
39, 890
18, 890
07, 868
41, 860
82, 820
89, 817
19, 792
08, 756
65, 724
36, 703
61, 699
43, 693
04, 669
05, 641
70, 626
09, 617
32, 600
52, 598
58, 521
55, 509
15, 506
46, 491
90, 480
48, 445
976, 328
23, 278
988, 58
975, 31
987, 29
98, 28
20, 4
986, 4
97, 1
977, 1
