75008.0, 2125
75009.0, 1237
75011.0, 1160
75017.0, 1034
75015.0, 992
75010.0, 963
34000.0, 948
92100.0, 929
75012.0, 923
69003.0, 828
35000.0, 793
67000.0, 787
75002.0, 783
21000.0, 780
75013.0, 774
92000.0, 773
33000.0, 772
59800.0, 769
51100.0, 754
44000.0, 718
31100.0, 699
75020.0, 696
33700.0, 686
92400.0, 679
31000.0, 676
25000.0, 652
92800.0, 642
75014.0, 638
75018.0, 631
69100.0, 627
59000.0, 603
69007.0, 592
97200.0, 590
42000.0, 586
92300.0, 582
75116.0, 580
44800.0, 579
75019.0, 576
54000.0, 572
97122.0, 565
29200.0, 562
93100.0, 558
75001.0, 545
84000.0, 520
38000.0, 504
75007.0, 501
31200.0, 497
14000.0, 494
63000.0, 488
86000.0, 484
17000.0, 482
34070.0, 475
44300.0, 471
97490.0, 464
6000.0, 458
97232.0, 455
66000.0, 454
80000.0, 454
76000.0, 452
69002.0, 448
92200.0, 448
63100.0, 445
13290.0, 440
64000.0, 438
92130.0, 436
69006.0, 434
76600.0, 430
92500.0, 426
59100.0, 425
60000.0, 424
92230.0, 422
69800.0, 421
82000.0, 419
68000.0, 417
59650.0, 417
87000.0, 411
97300.0, 410
6200.0, 409
75003.0, 408
79000.0, 404
85000.0, 404
31400.0, 400
13008.0, 400
13006.0, 396
57070.0, 396
30000.0, 395
49100.0, 394
94200.0, 394
30900.0, 393
72000.0, 393
13001.0, 390
93200.0, 388
75005.0, 372
26000.0, 371
97400.0, 371
11100.0, 371
11000.0, 370
45000.0, 369
67100.0, 369
78000.0, 367
56000.0, 367
57000.0, 366
1000.0, 363
29000.0, 362
37000.0, 362
33300.0, 360
73000.0, 356
18000.0, 356
75006.0, 353
69120.0, 349
13100.0, 348
83000.0, 345
13400.0, 332
13127.0, 329
69009.0, 328
44100.0, 326
97410.0, 326
49000.0, 325
33600.0, 318
34500.0, 316
35510.0, 314
6300.0, 308
38100.0, 305
42100.0, 300
56100.0, 300
69200.0, 300
92110.0, 292
64100.0, 290
13015.0, 290
75016.0, 288
44200.0, 287
34130.0, 286
62000.0, 283
13002.0, 283
94000.0, 282
27000.0, 279
92600.0, 278
75004.0, 277
74000.0, 274
97600.0, 273
97420.0, 271
8000.0, 270
72100.0, 268
59300.0, 268
44470.0, 267
20090.0, 264
31300.0, 264
5000.0, 264
49300.0, 263
13011.0, 261
10000.0, 261
41000.0, 260
44600.0, 258
2100.0, 256
92150.0, 255
59200.0, 254
69001.0, 252
97139.0, 251
71000.0, 250
83500.0, 250
31500.0, 249
12000.0, 248
34080.0, 247
93400.0, 245
92120.0, 244
28000.0, 242
95100.0, 240
77000.0, 240
71100.0, 239
62100.0, 238
59700.0, 237
67300.0, 235
33800.0, 233
90000.0, 233
16000.0, 229
19100.0, 228
26200.0, 227
36000.0, 225
97460.0, 224
13016.0, 224
31670.0, 221
20000.0, 221
88000.0, 220
13014.0, 220
94400.0, 219
92700.0, 215
31700.0, 215
81000.0, 215
45140.0, 214
94100.0, 214
15000.0, 213
83600.0, 212
53000.0, 212
94120.0, 210
13090.0, 209
91140.0, 209
74960.0, 209
69400.0, 208
13300.0, 208
22000.0, 208
20200.0, 206
48000.0, 205
93500.0, 204
93300.0, 203
89000.0, 203
60200.0, 201
91940.0, 201
31240.0, 200
65000.0, 200
69500.0, 200
20167.0, 199
94150.0, 198
93160.0, 198
69008.0, 198
78140.0, 198
52000.0, 198
42300.0, 198
97438.0, 198
58000.0, 197
92160.0, 197
62300.0, 196
68200.0, 196
91000.0, 196
31130.0, 196
69330.0, 195
87280.0, 194
59500.0, 193
6600.0, 190
40000.0, 190
2200.0, 189
67200.0, 188
13200.0, 188
61000.0, 188
33610.0, 187
32000.0, 187
13009.0, 186
92240.0, 186
6700.0, 186
13013.0, 185
78280.0, 184
83130.0, 184
67400.0, 183
76100.0, 183
95700.0, 183
78180.0, 181
31770.0, 181
97440.0, 181
74200.0, 180
33100.0, 179
94500.0, 177
6400.0, 177
77400.0, 175
69140.0, 175
64600.0, 174
39000.0, 174
51000.0, 174
20600.0, 173
70000.0, 173
38400.0, 173
64200.0, 173
34090.0, 172
6510.0, 171
47000.0, 170
24100.0, 170
33370.0, 169
6800.0, 168
69680.0, 168
78100.0, 168
95310.0, 166
35700.0, 166
43000.0, 166
97150.0, 166
6560.0, 166
38130.0, 165
94300.0, 165
80080.0, 164
13600.0, 163
17100.0, 161
81100.0, 160
97419.0, 159
38200.0, 159
97110.0, 158
13010.0, 157
13007.0, 157
83140.0, 156
74370.0, 156
57100.0, 155
37300.0, 155
91300.0, 154
63800.0, 154
92140.0, 154
83210.0, 153
45100.0, 153
30100.0, 153
44240.0, 153
93600.0, 153
33520.0, 152
35760.0, 152
64140.0, 151
2000.0, 151
1700.0, 151
50000.0, 150
38240.0, 150
55000.0, 150
93210.0, 150
39100.0, 149
49070.0, 149
95300.0, 149
68100.0, 149
69004.0, 148
85300.0, 148
62223.0, 148
73100.0, 148
38300.0, 148
14200.0, 148
49124.0, 148
77100.0, 148
57140.0, 147
4100.0, 147
69760.0, 146
78190.0, 146
76230.0, 145
54320.0, 145
46000.0, 145
59290.0, 145
97430.0, 144
35400.0, 144
91400.0, 144
3000.0, 144
54710.0, 143
54500.0, 143
93000.0, 143
31140.0, 143
44400.0, 143
35200.0, 143
95000.0, 143
83300.0, 143
34170.0, 142
59810.0, 140
9100.0, 140
6130.0, 140
76800.0, 140
97354.0, 140
83400.0, 140
33130.0, 140
3100.0, 139
41100.0, 138
