45, 265727
33, 188222
15, 78745
71, 76483
90, 70710
50, 68140
60, 65967
79, 56469
34, 52482
39, 47859
66, 47759
80, 36196
44, 30188
30, 27568
72, 23193
09, 22156
77, 20707
64, 15958
18, 14233
31, 13693
22, 13481
38, 12600
55, 12547
24, 12073
85, 11354
92, 10705
32, 10540
03, 10329
42, 10328
48, 7628
35, 6767
98, 5984
37, 5040
75, 4167
63, 3662
19, 3450
16, 3252
43, 3118
14, 2883
65, 2797
70, 2246
51, 1441
73, 1365
41, 463
76, 219
na, 71
